(7.16,1.173,5.751)
(3.196,8.089,6.74)
(7.08,2.475,4.176)
(4.425,8.45,5.019)
(7.498,1.098,4.033)
(1.759,2.185,2.881)
(7.254,1.388,4.863)
(2.49,7.62,7.62)
(2.535,2.003,1.511)
(4.155,7.816,5.366)
(2.704,1.789,1.757)
(3.67,6.28,4.21)
(7.909,2.005,5.469)
(4.029,7.236,6.288)
(2.162,2.188,1.117)
(2.426,2.714,1.629)
(4.072,7.906,5.548)
(3.956,8.471,5.502)
(4.029,8.632,5.154)
(4.72,8.318,6.1)
(2.8,6.86,1.38)
(7.983,1.622,5.362)
(1.81,2.23,8.19)
(4.624,7.275,5.103)
(7.048,1.679,5.665)
(4.704,8.543,6.821)
(2.069,1.171,2.063)
(4.878,8.819,5.983)
(4.133,7.123,6.774)
(4.12,7.419,6.229)
(1.061,2.826,1.485)
(7.691,1.312,4.962)
(4.238,7.919,6.504)
(7.882,1.571,5.574)
(7.871,1.217,5.167)
(7.377,1.246,5.825)
(8.907,1.175,5.312)
(8.372,1.059,4.794)
(2.944,1.929,1.826)
(8.75,1.382,5.952)
(1.866,2.236,1.936)
(4.71,7.263,6.868)
(3.656,8.369,6.178)
(3.773,8.382,5.709)
(1.974,2.492,2.466)
(8.199,1.109,5.985)
(8.113,1.615,4.566)
(1.345,1.683,1.405)
(7.72,1.911,5.817)
(7.882,1.024,4.025)
(7.836,1.107,5.684)
(7.66,1.068,4.239)
(7.335,1.49,4.92)
(2.165,1.124,1.417)
(8.512,1.427,4.538)
(3.295,7.079,6.982)
(7.8,5.69,8.97)
(4.235,8.643,5.932)
(8.348,2.972,5.087)
(2.633,1.341,1.75)
(3.716,8.904,6.723)
(8.146,2.473,5.221)
(8.629,2.991,4.74)
(2.394,2.722,1.158)
(8.022,2.631,4.494)
(4.678,7.261,6.253)
(4.002,8.546,5.935)
(7.368,2.032,5.066)
(4.441,8.322,5.274)
(8.093,2.532,5.155)
(8.399,1.336,5.321)
(7.575,2.902,5.865)
(4.494,8.493,5.54)
(2.152,2.208,1.546)
(3.998,8.42,6.137)
(3.847,7.159,6.369)
(4.107,8.363,6.496)
(3.652,7.911,5.422)
(1.924,2.706,2.004)
(1.061,2.458,1.952)
(7.56,6.94,4.12)
(1.182,1.529,1.377)
(4.109,8.625,6.97)
(4.883,8.528,5.051)
