(5.865,7.505,8.45)
(3.081,2.023,4.71)
(1.422,3.385,4.321)
(7.166,7.296,8.749)
(7.872,7.637,8.036)
(6.564,7.389,7.278)
(2.557,3.931,4.782)
(7.233,7.047,8.257)
(1.944,3.51,3.557)
(7.441,8.703,6.927)
(8.199,8.468,6.928)
(6.372,6.372,6.791)
(7.134,7.953,8.62)
(8.103,8.16,6.814)
(7.78,6.593,6.879)
(2.202,3.235,2.897)
(7.027,8.289,7.367)
(1.172,2.094,2.788)
(4.28,6.02,1.58)
(6.814,8.165,8.744)
(7.8,5.69,8.97)
(5.858,7.244,8.585)
(1.285,2.584,3.376)
(5.994,6.317,6.915)
(0.85,3.593,2.97)
(6.423,7.358,7.71)
(7.254,7.004,7.18)
(2.727,1.808,3.777)
(1.084,4.198,2.914)
(7.003,8.182,7.919)
(2.844,2.706,3.615)
(6.812,6.423,8.138)
(5.816,7.061,8.49)
(2.141,2.519,3.458)
(7.442,7.674,7.234)
(1.559,3.381,4.941)
(1.191,2.455,4.464)
(3.173,2.633,2.868)
(6.314,7.65,7.218)
(1.115,2.255,4.197)
(1.221,2.058,5.031)
(1.273,1.921,3.594)
(2.365,3.269,3.836)
(6.401,6.416,6.984)
(7.435,8.714,8.109)
(2.275,4.022,2.861)
(2.543,3.013,3.638)
(7.922,6.8,8.407)
(1.094,3.051,4.905)
(0.8,2.783,4.945)
(1.64,3.331,4.354)
(1.252,2.733,2.977)
(0.823,2.959,5.18)
(6.068,6.735,7.829)
(0.838,2.339,3.056)
(2.916,2.998,3.576)
(2.804,1.916,4.219)
(8.161,7.569,9.08)
(6.71,8.88,2.69)
(6.355,6.878,9.218)
(8.098,8.524,7.979)
(7.622,6.384,7.169)
(1.059,3.536,4.83)
(2.3,4.221,3.346)
(6.771,7.231,8.041)
(7.336,6.855,8.25)
(2.046,3.696,3.873)
(7.449,7.182,7.725)
(1.175,2.618,4.868)
(1.911,2.859,3.214)
(6.896,8.61,8.19)
(2.47,3.794,3.886)
(1.676,2.978,4.864)
(1.321,3.141,3.421)
(7.887,6.579,9.085)
(0.978,2.411,3.222)
(6.864,7.68,8.888)
(1.513,1.795,2.936)
(6.119,6.349,9.228)
(6.307,7.774,7.806)
(7.211,8.359,8.944)
(6.538,8.433,7.577)
(1.923,2.256,3.345)
(2.055,3.143,3.368)
(7.545,6.268,6.954)
(7.88,8.179,9.026)
(2.692,2.443,4.549)
(6.179,6.835,8.51)
(2.207,1.905,3.272)
(5.904,8.296,7.158)
(3.72,3.85,3.75)
(6.623,6.96,6.953)
(7.653,8.659,7.956)
(1.257,3.614,3.042)
(2.556,2.154,5.176)
(7.706,6.86,6.925)
(1.54,7.94,3.62)
(7.56,6.94,4.12)
(6.3,6.824,6.975)
(1.754,3.953,3.037)
(7.276,6.71,7.924)
(1.968,3.616,4.583)
(1.011,3.217,3.625)
(1.41,2.04,6.58)
(1.053,2.04,3.148)
(0.826,3.572,3.941)
(7.616,6.784,8.337)
(6.57,7.961,8.222)
(1.756,3.77,2.756)
(2.471,3.869,3.014)
(0.808,3.117,5.161)
(2.549,3.132,3.303)
(1.701,3.532,3.018)
(6.608,6.461,8.023)
(6.841,8.248,8.701)
(2.465,1.823,3.742)
(5.95,5.12,8.36)
(6.278,7.741,8.637)
(1.502,4.175,3.547)
(0.819,3.619,3.148)
(3.18,2.911,3.783)
(7.292,7.118,7.14)
(7.193,7.271,7.207)
(0.857,3.277,4.814)
(1.623,3.052,5.141)
(6.182,8.506,7.387)
(0.842,1.948,3.698)
(1.324,2.184,4.989)
(6.899,6.862,7.883)
(6.645,8.63,8.903)
(2.561,3.443,4.761)
(6.116,7.181,8.915)
(2.646,1.866,2.965)
(2.171,3.736,4.32)
(7.959,8.438,9.007)
(1.471,1.75,3.277)
(2.787,4.239,3.675)
(1.108,2.907,2.761)
(5.782,8.207,7.144)
(7.6,8.114,6.812)
(2.188,3.112,4.654)
(2.86,5.27,7.15)
(6.66,8.602,7.705)
(6.3,7.045,8.936)
(7.182,8.091,8.276)
(2.249,1.886,5.231)
(6.33,7.808,6.978)
(8.069,6.828,9.223)
(6.308,8.494,7.993)
(7.862,6.34,7.768)
(1.945,2.674,4.287)
(6.363,8.138,7.396)
(1.194,3.016,4.467)
(6.134,7.146,8.805)
(2.199,1.89,4.226)
(2.442,3.108,3.927)
(6.045,7.407,7.669)
(1.755,3.577,3.476)
(5.886,7.463,8.436)
(2.898,2.86,3.532)
(1.338,3.273,3.547)
(6.917,6.984,8.13)
(2.642,2.633,3.714)
(6.945,8.089,7.378)
(6.092,7.874,8.249)
(7.481,6.74,7.123)
(2.938,2.227,5.191)
(2.189,2.171,3.679)
(6.743,7.515,8.882)
(1.222,1.859,5.164)
(2.214,3.527,3.216)
(6.468,8.627,9.081)
(7.087,8.158,8.742)
(6.624,7.063,8.841)
(6.348,7.497,7.325)
(1.614,2.141,3.953)
(5.952,6.323,8.994)
(1.781,2.111,4.621)
(6.591,6.356,8.107)
(1.621,2.597,4.898)
(1.668,1.896,3.393)
(2.532,2.278,4.708)
(1.961,3.987,4.963)
(7.897,7.814,8.503)
(1.623,3.488,2.831)
(8.246,8.559,8.307)
(1.733,2.5,4.796)
(3.05,2.03,1.66)
(7.03,8.57,6.35)
(2.554,2.799,3.477)
(7.001,6.907,6.848)
(2.6,2.103,2.821)
(0.81,2.599,4.831)
(2.791,2.176,3.687)
(7.046,8.274,9.056)
(1.316,2.374,2.848)
(2.95,2.645,5.056)
(6.446,7.493,8.335)
(2.217,2.398,4.431)
(2.483,2.934,3.019)
(6.802,8.506,9.021)
(7.223,8.569,7.96)
(2.862,2.403,4.301)
(0.861,2.29,4.284)
(1.186,2.463,4.401)
(7.532,7.779,7.648)
(6.015,8.588,7.978)
(7.75,6.39,6.875)
(1.766,3.646,3.122)
(7.166,7.203,7.648)
(1.81,2.23,8.19)
(5.879,8.52,8.908)
(7.428,8.153,9.029)
(7.474,7.988,7.962)
(6.015,6.764,7.246)
(6.852,6.963,8.717)
(1.52,3.707,5.051)
(0.758,1.853,4.37)
(7.499,6.67,8.401)
(0.952,3.569,4.398)
(3.67,6.28,4.21)
(1.21,3.04,4.082)
(5.76,8.663,6.772)
(1.712,4.095,4.547)
(8.21,2.16,3.06)
(1.161,3.474,4.425)
(6.149,6.413,8.308)
(8.119,7.852,8.159)
(3.191,2.742,2.948)
(2.938,3.276,4.242)
(6.292,8.145,8.77)
(7.055,7.557,7.859)
(2.752,3.554,3.604)
(2.005,1.767,5.161)
(3.234,3.958,3.176)
(5.763,6.856,8.345)
(1.224,1.86,3.807)
(7.258,8.307,7.681)
(8.126,6.786,7.056)
(6.73,7.564,8.205)
(1.339,3.506,3.965)
(7.594,7.663,7.216)
(1.832,3.295,3.92)
(7.147,8.15,8.571)
(2.162,1.786,5.182)
(1.852,1.78,2.782)
(7.518,6.798,8.934)
(1.905,3.882,4.005)
(6.577,6.438,7.767)
(6.203,7.995,6.828)
(2.933,4.107,3.224)
(6.39,6.755,8.889)
(1.839,2.021,4.209)
(6.938,8.31,8.897)
(5.883,6.716,8.494)
(7.9,7.897,8.126)
(6.351,7.557,8.009)
(2.669,3.003,3.389)
(7.327,8.123,8.303)
(2.087,1.964,4.078)
(5.982,8.307,8.185)
(6.752,8.156,7.761)
(2.753,3.967,3.876)
(0.804,3.083,5.048)
(7.238,8.104,8.755)
(2.847,3.067,4.998)
(2.079,4.047,3.443)
(6.68,6.54,6.58)
(2.19,3.261,3.433)
(5.929,7.369,8.112)
(2.997,2.438,4.946)
(2.233,2.531,4.352)
(3.018,4.08,2.951)
(2.353,2.606,4.695)
(2.231,2.08,3.148)
(6.799,8.288,8.353)
(7.877,8.34,9.124)
(6.008,8.199,9.052)
(7.091,6.393,8.185)
(2.994,2.521,3.659)
(2.598,2.384,4.352)
(6.614,7.095,8.423)
(6.532,6.801,8.075)
(3.056,3.473,4.036)
(2.852,3.85,2.932)
(0.95,1.966,4.939)
(6.743,7.884,8.405)
(6.636,7.805,8.968)
(6.677,8.233,7.754)
(2.49,7.62,7.62)
(2.925,2.414,3.392)
(6.151,8.675,7.737)
(7.782,6.931,9.126)
(6.963,6.973,7.107)
(6.864,8.576,7.712)
(0.88,3.824,3.592)
(2.88,2.736,3.696)
(7.596,7.887,8.083)
(7.99,6.544,8.189)
(6.075,8.26,8.864)
(8.116,8.211,7.833)
(6.144,6.948,8.888)
(7.701,7.062,6.919)
(3.008,3.603,2.965)
(3.202,2.394,4.879)
(1.063,2.122,3.594)
(7.869,7.049,7.921)
(1.351,3.344,4.126)
(7.789,8.546,8.888)
(2.781,3.223,4.289)
(2.69,2.721,3.099)
(7.497,7.04,8.913)
(5.956,7.978,8.748)
(7.765,8.415,8.487)
(1.534,3.18,4.509)
(7.741,6.8,7.114)
(2.886,1.774,4.481)
(3.029,3.756,3.728)
(6.585,8.147,8.043)
(6.944,7.441,7.099)
(1.182,2.604,3.256)
(7.933,6.68,8.305)
(3.049,3.359,5.01)
(2.685,3.748,4.371)
(1.575,1.836,3.049)
(3.222,3.351,3.472)
(5.751,7.328,6.875)
(0.79,3.643,4.668)
(1.825,3.083,4.842)
(2.621,2.989,4.956)
(1.127,4.042,3.772)
(2.133,3.084,4.478)
(7.404,7.287,7.413)
(8.055,7.303,7.164)
(6.375,6.425,7.279)
(8.134,6.469,8.39)
(4.08,8.9,8.41)
(0.906,2.53,4.031)
(5.754,8.332,8.257)
(0.843,4.106,3.108)
(6.347,7.479,8.765)
(2.427,2.023,5.089)
(6.96,7.262,8.567)
(7.939,8.319,8.701)
(7.294,8.304,7.915)
(1.915,2.365,2.964)
(2.809,3.642,4.39)
(7.036,8.29,6.943)
(1.557,1.954,3.806)
(7.617,8.116,7.425)
(1.912,2.766,3.214)
(3.049,3.427,3.085)
(1.95,3.824,4.099)
(1.889,3.577,4.147)
(6.694,8.061,9.172)
(8.195,8.64,7.36)
(7.136,8.282,9.212)
(6.716,7.977,7.636)
(6.04,6.603,8.646)
(6.474,8.45,9.178)
(7.132,7.009,6.823)
(6.536,7.321,8.805)
(6.843,7.477,8.484)
(1.99,3.69,3.365)
(7.036,6.545,8.36)
(2.871,1.88,2.775)
(7.64,6.784,7.423)
(0.775,2.575,3.918)
(2.091,3.124,4.407)
(1.569,4.026,3.879)
(6.77,2.3,4.44)
(2.313,2.777,4.691)
(1.724,3.055,3.165)
(1.781,2.514,4.867)
(6.829,8.351,7.504)
(0.967,3.876,2.759)
(7.503,6.405,8.608)
(1.686,2.163,4.706)
(6.796,6.384,8.855)
(7.281,8.462,8.248)
(2.534,1.923,4.008)
(6.902,8.321,6.805)
(3.29,4.47,2.03)
(2.585,3.67,3.679)
(7.867,7.053,8.733)
(2.706,2.43,4.681)
(7.25,4.1,3.87)
(6.108,7.098,6.841)
(1.954,3.175,2.988)
(6.117,6.884,7.056)
(7.767,6.324,7.443)
(3.103,2.437,3.072)
(7.479,8.738,7.172)
(7.551,7.902,7.093)
(2.8,6.86,1.38)
(6.297,7.654,9.138)
(6.786,6.614,7.42)
(1.071,2.026,4.116)
(1.319,3.397,4.223)
(2.998,2.44,4.356)
(5.995,7.612,8.925)
(6.194,6.703,7.005)
(7.127,6.33,7.596)
(8.166,7.979,6.781)
(1.192,3.959,3.626)
(1.471,2.472,3.303)
(2.387,3.957,4.258)
(6.214,7.469,6.948)
(2.79,3.935,5.185)
(1.992,3.017,4.052)
(6.176,8.46,8.152)
(6.766,7.253,8.842)
(1.786,3.076,3.76)
(2.533,2.699,3.309)
(8.11,6.293,7.735)
