(0.587,1.951,3.416)
(9.12,2.762,0.812)
(3.017,2.08,3.198)
(2.485,7.744,1.296)
(7.221,2.055,1.212)
(9.324,8.793,0.577)
(1.932,7.929,0.919)
(8.403,7.226,2.299)
(2.638,1.134,2.849)
(2.739,7.14,2.405)
(2.639,3.071,1.443)
(2.033,8.946,1.24)
(0.694,2.823,2.862)
(2.066,2.171,1.241)
(8.206,2.883,2.384)
(3.097,2.338,1.037)
(1.81,2.23,8.19)
(1.306,2.462,2.385)
(0.939,7.617,3.098)
(2.639,1.638,1.17)
(2.239,0.668,2.271)
(9.234,2.907,1.674)
(6.901,3.437,0.697)
(0.921,3.382,2.85)
(7.221,8.068,2.01)
(7.492,6.726,1.72)
(6.664,7.956,2.524)
(7.83,6.58,2.512)
(2.921,6.588,1.332)
(3.495,9.271,2.368)
(3.442,1.273,3.055)
(0.668,8.403,2.291)
(7.719,7.703,3.011)
(0.876,0.946,1.513)
(3.119,7.017,2.366)
(1.9,7.38,2.156)
(1.962,2.739,2.699)
(8.661,8.482,0.912)
(2.599,7.004,2.481)
(1.37,6.576,1.605)
(2.176,8.78,2.685)
(7.953,3.185,3.156)
(1.945,2.21,0.786)
(8.938,7.317,3.351)
(7.707,2.923,0.508)
(8.327,7.923,1.547)
(7.66,8.572,1.564)
(1.933,2.612,1.468)
(7.168,8.329,1.768)
(7.424,2.848,3.261)
(8.279,1.437,2.423)
(8.638,8.335,1.577)
(8.77,1.56,1.657)
(2.268,9.283,1.952)
(8.578,7.089,0.947)
(8.298,0.663,3.477)
(7.052,2.048,2.099)
(6.93,7.518,0.609)
(6.655,9.224,3.089)
(7.185,2.169,1.305)
(7.468,0.745,1.768)
(9.023,3.02,0.718)
(6.885,0.831,2.139)
(7.477,7.866,1.133)
(8.277,0.896,0.978)
(6.77,2.71,2.621)
(2.108,7.86,1.322)
(3.065,6.894,3.302)
(1.033,2.019,2.56)
(1.703,8.787,1.713)
(3.04,7.464,2.88)
(0.941,7.261,0.868)
(8.713,8.196,1.06)
(2.53,2.13,1.913)
(7.575,9.356,3.084)
(7.705,3.144,0.844)
(9.317,9.229,1.975)
(3.434,9.367,1.232)
(1.774,6.707,2.166)
(1.72,2.775,0.947)
(7.069,8.896,2.827)
(1.563,8.367,3.161)
(1.895,1.719,1.056)
(2.001,7.289,0.617)
(8.056,8.929,3.267)
(1.822,7.356,2.86)
(9.276,6.878,3.021)
(8.731,8.087,2.066)
(8.64,2.805,2.257)
(7.081,9.094,3.145)
(7.823,0.536,0.538)
(1.812,7.973,2.581)
(1.893,1.831,1.056)
(7.679,1.4,2.955)
(8.539,7.618,1.67)
(7.654,3.314,2.656)
(7.623,0.996,2.848)
(0.688,1.436,2.037)
(1.542,8.118,3.308)
(3.197,1.328,2.427)
(8.327,8.605,3.043)
(8.971,2.77,2.469)
(1.886,3.058,2.006)
(3.334,1.153,3.229)
(2.243,2.282,0.676)
(9.393,8.083,3.296)
(3.126,8.983,2.841)
(2.684,7.521,0.658)
(2.86,5.27,7.15)
(0.953,3.25,1.726)
(9.259,2.431,3.212)
(1.692,8.018,3.059)
(1.268,7.106,3.067)
(2.89,7.16,0.937)
(7.944,7.492,2.351)
(7.934,8.707,1.254)
(6.62,2.712,0.764)
(6.81,8.839,3.263)
(0.89,8.912,3.037)
(2.28,7.457,2.308)
(1.236,8.766,1.276)
(8.659,2.158,1.163)
(7.529,6.754,2.027)
(9.047,8.164,2.043)
(2.115,1.565,1.43)
(8.055,2.835,1.848)
(1.5,1.656,3.455)
(1.362,9.352,3.297)
(7.602,0.675,1.271)
(1.612,8.879,1.705)
(2.947,9.256,3.066)
(9.332,6.551,1.682)
(7.537,0.969,1.943)
(7.065,0.869,3.238)
(0.742,6.587,3.192)
(2.485,7.867,0.587)
(7.934,1.609,2.344)
(6.592,3.238,1.227)
(7.366,0.5,1.133)
(1.537,7.515,2.508)
(2.375,1.732,2.829)
(7.737,0.933,2.745)
(6.754,9.453,1.741)
(7.633,8.674,3.406)
(2.775,0.64,0.758)
(7.611,1.973,3.037)
(1.867,2.692,2.176)
(1.217,7.997,1.19)
(1.548,7.476,3.009)
(1.159,7.454,3.123)
(8.006,0.521,3.394)
(0.538,8.849,0.972)
(7.925,8.972,3.077)
(3.077,8.377,2.604)
(2.353,8.965,1.898)
(2.822,2.898,2.445)
(7.692,8.461,2.486)
(0.794,8.134,3.11)
(8.195,0.543,3.419)
(8.919,9.098,2.584)
(8.044,8.948,0.731)
(1.419,2.955,1.992)
(2.33,3.226,0.633)
(2.104,0.757,2.094)
(1.443,7.785,2.967)
(7.516,2.462,2.767)
(8.847,7.232,0.71)
(8.349,1.882,2.223)
(7.006,0.913,0.546)
(7.345,2.675,1.408)
(8.841,7.474,0.703)
(7.369,9.14,3.413)
(1.907,1.108,1.214)
(1.794,9.022,1.405)
(3.324,1.325,0.887)
(8.199,7.644,1.577)
(1.189,1.021,3.186)
(0.685,8.955,0.989)
(2.744,8.668,2.238)
(7.737,1.417,3.04)
(0.548,2.771,2.801)
(1.755,6.661,3.026)
(1.879,7.234,1.86)
(1.638,2.277,3.322)
(8.903,3.161,1.851)
(8.948,3.121,3.422)
(8.21,2.16,3.06)
(7.345,6.539,2.596)
(6.74,0.759,3.127)
(8.5,2.648,1.546)
(0.565,2.617,1.136)
(2.227,1.005,1.615)
(7.674,2.568,0.73)
(0.961,7.575,2.967)
(7.281,6.699,0.781)
(7.17,9.193,1.991)
(0.512,0.604,2.86)
(7.482,3.232,1.855)
(8.163,8.938,3.454)
(7.156,8.185,3.365)
(7.503,8.776,2.052)
(2.665,1.758,1.372)
(2.309,8.969,1.617)
(1.177,8.18,1.061)
(1.011,9.152,2.183)
(2.225,2.135,2.785)
(8.591,3.083,0.737)
(0.543,1.683,3.061)
(7.49,0.603,0.859)
(2.641,0.708,2.01)
(8.702,2.803,1.615)
(6.871,2.643,2.995)
(7.669,2.066,0.997)
(1.445,9.119,1.492)
(8.875,2.86,2.785)
(6.848,6.923,2.776)
(8.338,9.155,2.297)
(3.416,1.894,1.74)
(6.854,7.889,1.603)
(7.77,6.739,2.554)
(2.199,7.756,2.899)
(8.36,3.465,1.215)
(8.531,8.209,1.081)
(7.706,2.692,1.371)
(9.081,8.477,2.151)
(1.102,1.68,0.772)
(9.283,7.193,3.467)
(8.109,6.672,2.222)
(7.03,8.57,6.35)
(8.558,0.588,1.69)
(2.953,2.6,2.719)
(1.023,1.356,2.481)
(0.749,3.436,2.667)
(3.72,3.85,3.75)
(2.512,0.827,3.307)
(1.222,2.412,2.151)
(1.837,9.291,1.654)
(2.105,8.789,2.891)
(8.745,1.986,3.147)
(2.129,8.077,0.889)
(7.069,0.631,1.768)
(8.704,8.144,2.839)
(7.521,7.695,0.79)
(8.669,3.117,2.938)
(1.743,6.936,1.304)
(8.36,8.69,1.16)
(6.973,7.338,3.065)
(1.003,7.234,1.88)
(7.548,7.352,0.743)
(6.747,8.574,2.898)
(6.818,7.117,1.095)
(1.066,0.631,3.397)
(3.268,2.567,2.043)
(1.246,2.801,1.28)
(1.759,8.946,2.424)
(7.56,6.94,4.12)
(7.998,8.63,2.206)
(1.548,2.585,0.597)
(1.952,7.714,2.68)
(2.802,2.004,1.267)
(9.193,1.425,1.591)
(2.8,6.86,1.38)
(1.441,2.216,2.611)
(2.568,8.586,1.955)
(7.8,5.69,8.97)
(2.248,0.686,1.126)
(2.043,6.854,2.433)
(3.67,6.28,4.21)
(9.125,1.073,3.429)
(2.901,6.668,0.651)
(2.673,2.532,2.913)
(6.715,7.843,2.135)
(2.331,7.052,1.909)
(8.515,0.862,2.643)
(2.286,8.724,2.906)
(1.777,8.798,2.892)
(8.529,9.444,0.713)
(0.501,7.793,0.651)
(1.018,1.524,1.107)
(1.246,2.927,1.443)
(6.611,3.327,0.93)
(9.297,0.827,2.852)
(3.045,0.656,0.531)
(7.205,2.328,1.456)
(8.18,7.129,2.343)
(1.956,7.368,0.929)
(6.68,6.54,6.58)
(7.743,2.091,1.712)
(3.408,1.559,0.642)
(8.161,8.544,2.744)
(1.94,2.989,2.119)
(7.056,7.962,0.738)
(9.106,7.16,2.488)
(9.035,6.608,1.722)
(3.056,1.683,1.635)
(9.1,1.997,1.491)
(7.708,6.967,1.22)
(7.25,6.71,1.134)
(1.545,1.516,3.078)
(8.566,3.042,0.817)
(7.135,8.192,3.058)
(4.08,8.9,8.41)
(8.564,2.953,1.863)
(2.066,8.068,1.83)
(7.25,4.1,3.87)
(6.505,8.998,2.308)
(1.179,1.249,0.618)
(6.791,8.367,3.229)
(1.523,8.488,2.712)
(0.981,9.41,1.685)
(6.742,2.683,2.477)
(7.941,6.902,1.286)
(4.28,6.02,1.58)
(6.628,2.332,2.977)
(6.638,8.006,2.54)
(1.438,7.162,2.09)
(2.004,8.818,1.903)
(1.196,8.369,0.773)
(1.143,1.501,1.252)
(1.592,9.323,1.646)
(9.222,3.297,0.742)
(9.151,9.126,3.209)
(3.077,1.832,1.438)
(8.392,8.748,2.364)
(8.741,8.739,1.31)
(1.03,3.15,1.551)
(7.151,8.774,2.924)
(2.522,9.457,2.13)
(7.988,2.828,1.238)
(8.622,7.158,3.121)
(7.791,2.099,3.011)
(9.108,6.793,1.969)
(8.109,2.149,2.489)
(0.818,9.306,1.973)
(3.36,6.763,2.468)
(1.548,2.063,3.369)
(2.49,7.62,7.62)
(7.43,9.495,3.014)
(3.48,3.149,1.011)
(0.559,2.357,0.996)
(2.219,8.71,2.331)
(2.667,0.984,3.411)
(8.232,7.725,1.049)
(8.464,3.148,2.31)
(1.183,2.476,2.267)
(6.778,8.969,2.222)
(8.438,2.322,1.803)
(2.747,6.661,1.003)
(1.485,8.553,2.266)
(7.807,0.825,2.251)
(8.199,6.685,3.162)
(9.21,2.723,0.758)
(0.583,2.743,0.978)
(7.109,2.736,0.851)
(8.654,6.522,0.745)
(9.017,6.892,2.38)
(1.018,9.208,1.265)
(8.83,1.331,2.659)
(9.125,2.331,2.291)
(8.35,7.542,0.968)
(9.196,1.326,3.135)
(3.429,1.69,0.737)
(1.99,2.02,2.062)
